time,to,ti,gas,hum,press,alt,accx,accy,accz,gyrox,gyroy,gyroz,magnx,magny,magnz,vbus,ibus,pbus,tc
2021-12-08 14:26:45,13.6,22.46,15647,10.65,823.55,1714.68,-7.46,6.35,-0.57,0.52,-0.41,0.03,27.9,10.35,-41.25,4.96,610.1,3.01,50.6
2021-12-08 14:27:16,13.58,22.36,16185,10.67,823.55,1714.72,-7.71,6.04,-0.63,0.18,-0.14,-0.0,15.9,25.2,-24.15,4.95,897.0,4.64,51.1
2021-12-08 15:07:05,13.33,21.7,37040,10.79,823.32,1716.96,-7.56,6.17,-0.82,-0.21,0.16,-0.03,39.6,-0.15,-7.05,4.97,888.8,4.42,50.6
2021-12-08 15:07:36,13.35,21.69,13311,10.69,823.31,1717.05,-7.58,6.28,-0.76,-0.16,0.15,-0.08,35.55,1.35,-39.3,5.04,552.5,2.97,50.1
2021-12-08 15:08:06,13.3,21.68,13311,10.73,823.3,1717.11,-7.58,6.17,0.06,-0.27,0.22,-0.07,28.35,9.6,-40.65,5.04,629.6,2.92,49.6
2021-12-08 15:08:36,13.21,21.65,14020,10.66,823.3,1717.11,-7.68,5.93,-0.44,-0.24,0.14,0.13,21.0,22.2,-32.25,5.04,613.2,3.1,49.6
2021-12-08 15:09:06,13.16,21.61,14789,10.62,823.3,1717.19,-8.07,4.74,-1.91,-0.34,0.28,-0.1,25.35,21.45,-20.55,5.04,566.7,3.0,50.6
2021-12-08 15:09:37,13.09,21.56,15625,10.61,823.31,1717.04,-7.59,5.88,-2.96,0.77,-0.48,0.08,27.9,15.9,-11.85,5.03,578.0,2.89,49.6
2021-12-08 15:10:07,13.02,21.51,16365,10.71,823.37,1716.49,-6.39,5.77,-3.7,0.68,-0.51,0.09,24.6,20.7,-19.8,5.04,544.2,2.97,49.6
2021-12-08 15:10:37,12.96,21.47,17099,10.69,823.34,1716.75,-7.84,5.94,-2.12,0.04,-0.07,0.14,25.8,19.65,-12.75,4.96,905.6,4.39,49.6
